Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating,Injury_Duration,Injury_Severity,Avg_Rating_Before_Injury,Avg_Rating_After_Return,Performance_Impact,Form_Before_Injury,Form_After_Return,Form_Impact,Total_Injuries,Unique_Injury_Types,Avg_Injury_Duration,Total_Days_Injured,Injury_Duration_Std,Severe_Injuries,Injury_Frequency,Pre_Injury_GD_Trend,Pre_Injury_GD_Volatility,Team_Performance_During_Absence,Recent_Opposition_Strength,Age_Risk_Score,Position_Risk_Score,History_Risk_Score,Overall_Risk_Score,Club
Yerry Mina,Everton,Center Back,25,2019/20,79,muscle injury,2020-07-13,2020-09-12,lose,Wolves,-3.0,6.2,draw,Southampton,0.0,6.8,lose,Tottenham,-1.0,6.6,draw,Aston Villa,0.0,win,Sheffield,1.0,lose,Bournemouth,-2.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,61.0,Severe,6.533333333333334,,,0.3333333333333333,,,8,7,39.875,319.0,27.41968792153342,3,9.125,-1.3333333333333333,1.5275252316519463,-0.3333333333333333,3,0.3333333333333333,0.8,0.68375,0.6252083333333334,Everton FC
Yerry Mina,Everton,Center Back,26,2020/21,79,calf injury,2021-02-18,2021-03-12,lose,Man City,-2.0,5.8,win,Leeds,1.0,6.5,lose,Newcastle,-2.0,6.4,win,Liverpool,2.0,win,Southampton,1.0,win,West Brom,1.0,draw,Crystal Palace,0,7.4,draw,Brighton,0,6.8,win,West Ham,1,6.6,22.0,Major,6.233333333333334,6.933333333333333,0.6999999999999984,1.0,1.6666666666666667,0.6666666666666667,8,7,39.875,319.0,27.41968792153342,3,9.125,-1.0,1.7320508075688772,1.3333333333333333,5,0.4,0.8,0.68375,0.641875,Everton FC
Yerry Mina,Everton,Center Back,27,2021/22,79,thigh problems,2021-10-22,2021-11-30,draw,Man United,0.0,6.8,win,Norwich City,2.0,7.0,lose,Aston Villa,-3.0,6.0,lose,Watford,-3.0,lose,Wolves,-1.0,draw,Tottenham,0.0,win,Arsenal,1,6.3,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,39.0,Major,6.6000000000000005,6.3,-0.3000000000000007,1.3333333333333333,3.0,1.6666666666666667,8,7,39.875,319.0,27.41968792153342,3,9.125,-0.3333333333333333,2.516611478423584,-1.3333333333333333,4,0.4666666666666667,0.8,0.68375,0.6585416666666666,Everton FC
Yerry Mina,Everton,Center Back,27,2021/22,79,hamstring injury,2022-02-08,2022-04-11,lose,Newcastle,-2.0,5.9,lose,Aston Villa,-1.0,7.0,lose,Norwich City,-1.0,6.0,win,Leeds,3.0,lose,Southampton,-2.0,lose,Man City,-1.0,draw,Leicester,0,6.6,win,Chelsea,1,6.4,win,Leicester,1,4.7,62.0,Severe,6.3,5.9,-0.4000000000000003,0.0,2.333333333333333,2.333333333333333,8,7,39.875,319.0,27.41968792153342,3,9.125,-1.3333333333333333,0.5773502691896257,0.0,3,0.4666666666666667,0.8,0.68375,0.6585416666666666,Everton FC
Yerry Mina,Everton,Center Back,27,2022/23,76,ankle injury,2022-08-06,2022-10-31,lose,Chelsea,-1.0,5.8,N.A.,N.A.,,,N.A.,N.A.,,,lose,Aston Villa,-1.0,draw,Nottm Forest,0.0,draw,Brentford,0.0,lose,Wolves,-1,7.1,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,86.0,Severe,5.8,7.1,1.2999999999999998,0.0,0.0,0.0,8,7,39.875,319.0,27.41968792153342,3,9.125,-1.0,,-0.3333333333333333,4,0.4666666666666667,0.8,0.68375,0.6585416666666666,Everton FC
Mason Holgate,Everton,Center Back,22,2019/20,77,calf injury,2020-07-07,2020-07-15,lose,Tottenham,-1.0,5.8,win,Leicester,1.0,6.7,win,Norwich City,1.0,8.1,draw,Southampton,0.0,lose,Wolves,-3.0,N.A.,N.A.,,draw,Aston Villa,0,6.2,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,8.0,Moderate,6.866666666666667,6.2,-0.666666666666667,2.0,1.0,-1.0,3,3,35.666666666666664,107.0,23.96525262402492,0,10.138888888888888,0.3333333333333333,1.1547005383792517,-1.5,4,0.1333333333333333,0.8,0.4241666666666666,0.4454166666666667,
Mason Holgate,Everton,Center Back,22,2020/21,77,ankle injury,2020-09-18,2020-11-06,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,win,West Brom,3.0,win,Crystal Palace,1.0,win,Brighton,2.0,lose,Man United,-2,7.6,lose,Leeds,-1,6.7,win,Chelsea,1,6.9,49.0,Major,,7.066666666666667,,,1.0,,3,3,35.666666666666664,107.0,23.96525262402492,0,10.138888888888888,,,2.0,2,0.1333333333333333,0.8,0.4241666666666666,0.4454166666666667,
Mason Holgate,Everton,Center Back,24,2022/23,75,knee injury,2022-08-27,2022-10-16,draw,Brentford,0.0,6.7,draw,Nottm Forest,0.0,6.5,lose,Aston Villa,-1.0,6.0,draw,Leeds,0.0,draw,Liverpool,0.0,win,West Ham,1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,50.0,Major,6.4,,,0.6666666666666666,,,3,3,35.666666666666664,107.0,23.96525262402492,0,10.138888888888888,-0.3333333333333333,0.5773502691896258,0.3333333333333333,2,0.2666666666666666,0.8,0.4241666666666666,0.47875,
Lucas Digne,Everton,Left Back,26,2019/20,83,calf injury,2020-02-09,2020-03-07,win,Crystal Palace,2.0,7.4,win,Watford,1.0,6.6,draw,Newcastle,0.0,7.7,lose,Arsenal,-1.0,draw,Man United,0.0,N.A.,N.A.,,lose,Chelsea,-4,5.9,draw,Liverpool,0,7.3,win,Norwich City,1,7.9,27.0,Major,7.233333333333333,7.033333333333334,-0.1999999999999993,2.333333333333333,1.3333333333333333,-1.0000000000000002,7,5,28.285714285714285,198.0,14.795430439996055,0,12.839195979899497,1.0,1.0,-0.5,2,0.4,0.7,0.6651758793969849,0.6075879396984925,Everton FC
Lucas Digne,Everton,Left Back,27,2020/21,84,ankle injury,2020-11-26,2021-01-11,win,Fulham,1.0,9.0,lose,Man United,-2.0,6.4,lose,Southampton,-2.0,5.7,lose,Leeds,-1.0,draw,Burnley,0.0,win,Chelsea,1.0,win,Wolves,1,6.3,draw,Leicester,0,6.2,lose,Newcastle,-2,7.6,46.0,Major,7.033333333333334,6.7,-0.3333333333333339,1.0,1.3333333333333333,0.3333333333333332,7,5,28.285714285714285,198.0,14.795430439996055,0,12.839195979899497,-1.0,1.7320508075688772,0.0,2,0.4666666666666667,0.7,0.6651758793969849,0.6242546063651591,Everton FC
Djibril Sidibé,Everton,Right Back,27,2019/20,78,unknown injury,2019-12-15,2019-12-18,win,Chelsea,2.0,7.9,lose,Liverpool,-3.0,5.6,lose,Leicester,-1.0,7.6,draw,Man United,0.0,N.A.,N.A.,,N.A.,N.A.,,draw,Arsenal,0,7.2,win,Burnley,1,7.0,win,Newcastle,1,7.3,3.0,Minor,7.033333333333334,7.166666666666667,0.1333333333333328,1.0,2.333333333333333,1.3333333333333337,2,2,6.5,13.0,4.949747468305833,0,52.14285714285714,-0.6666666666666666,2.516611478423584,0.0,4,0.4666666666666667,0.7,1.644285714285714,1.1138095238095236,AS Monaco
Djibril Sidibé,Everton,Right Back,27,2019/20,78,foot injury,2020-06-21,2020-07-01,lose,Chelsea,-4.0,5.9,draw,Man United,0.0,5.9,lose,Arsenal,-1.0,6.2,draw,Liverpool,0.0,win,Norwich City,1.0,N.A.,N.A.,,lose,Tottenham,-1,6.0,draw,Southampton,0,6.2,win,Sheffield,1,7.0,10.0,Moderate,6.0,6.4,0.3999999999999994,0.3333333333333333,1.3333333333333333,1.0,2,2,6.5,13.0,4.949747468305833,0,52.14285714285714,-1.6666666666666667,2.0816659994661326,0.5,4,0.4666666666666667,0.7,1.644285714285714,1.1138095238095236,AS Monaco
Séamus Coleman,Everton,Right Back,30,2019/20,78,hamstring injury,2019-11-24,2019-12-14,lose,Norwich City,-2.0,5.9,N.A.,N.A.,,,N.A.,N.A.,,,lose,Leicester,-1.0,lose,Liverpool,-3.0,win,Chelsea,2.0,draw,Man United,0,6.2,win,Burnley,1,6.9,win,Newcastle,1,6.1,20.0,Moderate,5.9,6.400000000000001,0.5000000000000009,0.0,2.333333333333333,2.333333333333333,5,4,84.0,420.0,75.82875444051551,3,4.334916864608076,-2.0,,-0.6666666666666666,2,0.6666666666666666,0.7,0.4200475059382422,0.5516904196357878,
Séamus Coleman,Everton,Right Back,30,2019/20,78,hamstring strain,2020-03-02,2020-06-14,draw,Man United,0.0,5.7,win,Crystal Palace,2.0,6.6,draw,Newcastle,0.0,5.6,lose,Chelsea,-4.0,N.A.,N.A.,,N.A.,N.A.,,draw,Liverpool,0,7.4,win,Norwich City,1,6.6,win,Leicester,1,6.9,104.0,Severe,5.966666666666666,6.966666666666666,1.0,1.6666666666666667,2.333333333333333,0.6666666666666667,5,4,84.0,420.0,75.82875444051551,3,4.334916864608076,0.6666666666666666,1.1547005383792517,-4.0,4,0.6666666666666666,0.7,0.4200475059382422,0.5516904196357878,
Séamus Coleman,Everton,Right Back,31,2020/21,79,muscle injury,2020-10-17,2020-12-18,draw,Liverpool,0.0,5.8,win,Brighton,2.0,6.8,win,Crystal Palace,1.0,7.4,lose,Southampton,-2.0,lose,Newcastle,-1.0,win,Fulham,1.0,win,Sheffield,1,6.0,lose,West Ham,-1,6.3,N.A.,N.A.,N.A.,,62.0,Severe,6.666666666666667,6.15,-0.5166666666666666,2.333333333333333,1.5,-0.8333333333333335,5,4,84.0,420.0,75.82875444051551,3,4.334916864608076,1.0,1.0,-0.6666666666666666,5,0.7333333333333333,0.7,0.4200475059382422,0.5683570863024544,
Séamus Coleman,Everton,Right Back,31,2021/22,78,hamstring injury,2021-09-17,2021-10-15,win,Burnley,2.0,6.3,win,Brighton,2.0,6.4,draw,Leeds,0.0,6.0,lose,Aston Villa,-3.0,win,Norwich City,2.0,draw,Man United,0.0,lose,West Ham,-1,6.2,lose,Watford,-3,5.0,lose,Wolves,-1,6.3,28.0,Major,6.233333333333333,5.833333333333333,-0.4000000000000003,2.333333333333333,0.0,-2.333333333333333,5,4,84.0,420.0,75.82875444051551,3,4.334916864608076,1.3333333333333333,1.1547005383792517,-0.3333333333333333,1,0.7333333333333333,0.7,0.4200475059382422,0.5683570863024544,
Séamus Coleman,Everton,Right Back,33,2022/23,75,knee injury,2023-05-01,2023-11-23,draw,Leicester,0.0,6.3,lose,Man United,-2.0,5.8,draw,Tottenham,0.0,6.2,win,Brighton,4.0,lose,Man City,-3.0,draw,Wolves,0.0,win,Newcastle,3,6.8,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,206.0,Severe,6.1000000000000005,6.8,0.6999999999999993,0.6666666666666666,3.0,2.333333333333333,5,4,84.0,420.0,75.82875444051551,3,4.334916864608076,-0.6666666666666666,1.1547005383792517,0.3333333333333333,3,0.8666666666666667,0.7,0.4200475059382422,0.6016904196357877,
Jean-Philippe Gbamin,Everton,Defensive Midfielder,24,2019/20,79,"hamstring injury, archilles tendon rupture and inner ligament injury",2019-08-18,2021-06-30,win,Watford,1.0,6.7,draw,Crystal Palace,0.0,6.3,N.A.,N.A.,,,lose,Aston Villa,-2.0,win,Wolves,1.0,lose,Bournemouth,-2.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,682.0,Severe,6.5,,,2.0,,,1,1,682.0,682.0,,1,0.5344070278184481,0.5,0.7071067811865476,-1.0,2,0.2666666666666666,0.6,0.0860322108345534,0.2596827720839434,1.FSV Mainz 05
Morgan Schneiderlin,Everton,Defensive Midfielder,29,2019/20,76,calf strain,2019-12-08,2020-01-04,win,Chelsea,2.0,6.3,lose,Liverpool,-3.0,5.9,lose,Leicester,-1.0,5.0,draw,Man United,0.0,draw,Arsenal,0.0,win,Burnley,1.0,draw,Newcastle,0,7.8,win,Watford,1,5.8,win,Crystal Palace,2,7.6,27.0,Major,5.733333333333333,7.066666666666666,1.333333333333333,1.0,2.333333333333333,1.3333333333333337,2,2,103.5,207.0,108.18733752154178,1,3.509615384615385,-0.6666666666666666,2.516611478423584,0.3333333333333333,4,0.6,0.6,0.2152884615384615,0.4076442307692307,Everton FC
Morgan Schneiderlin,Everton,Defensive Midfielder,29,2019/20,76,knee injury,2020-02-24,2020-08-22,lose,Arsenal,-1.0,5.7,win,Crystal Palace,2.0,7.6,win,Watford,1.0,5.8,draw,Man United,0.0,lose,Chelsea,-4.0,draw,Liverpool,0.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,180.0,Severe,6.366666666666667,,,2.0,,,2,2,103.5,207.0,108.18733752154178,1,3.509615384615385,0.6666666666666666,1.5275252316519463,-1.3333333333333333,4,0.6,0.6,0.2152884615384615,0.4076442307692307,Everton FC
André Gomes,Everton,Central Midfielder,26,2019/20,80,bruised ribs,2019-09-02,2019-10-04,win,Wolves,1.0,7.3,lose,Aston Villa,-2.0,6.4,win,Watford,1.0,6.4,lose,Bournemouth,-2.0,lose,Sheffield,-2.0,lose,Man City,-2.0,win,West Ham,2,7.0,lose,Brighton,-1,6.2,draw,Tottenham,0,6.0,32.0,Major,6.7,6.4,-0.3000000000000007,2.0,1.3333333333333333,-0.6666666666666667,5,5,69.4,347.0,42.87540087276152,3,5.244252873563219,0.0,1.7320508075688772,-2.0,3,0.4,0.5,0.4473275862068965,0.4486637931034483,Everton FC
André Gomes,Everton,Central Midfielder,26,2019/20,80,ankle injury,2019-11-04,2020-02-21,win,West Ham,2.0,7.0,lose,Brighton,-1.0,6.2,draw,Tottenham,0.0,6.0,win,Southampton,1.0,lose,Norwich City,-2.0,lose,Leicester,-1.0,lose,Arsenal,-1,6.2,draw,Man United,0,6.8,lose,Chelsea,-4,6.0,109.0,Severe,6.4,6.333333333333333,-0.0666666666666664,1.3333333333333333,0.3333333333333333,-1.0,5,5,69.4,347.0,42.87540087276152,3,5.244252873563219,0.3333333333333333,1.5275252316519463,-0.6666666666666666,3,0.4,0.5,0.4473275862068965,0.4486637931034483,Everton FC
André Gomes,Everton,Central Midfielder,27,2020/21,79,bruise,2020-09-27,2020-10-16,win,Crystal Palace,1.0,6.7,win,West Brom,3.0,7.1,win,Tottenham,1.0,6.4,win,Brighton,2.0,N.A.,N.A.,,N.A.,N.A.,,draw,Liverpool,0,6.0,lose,Newcastle,-1,5.2,N.A.,N.A.,N.A.,,19.0,Moderate,6.733333333333334,5.6,-1.1333333333333346,3.0,0.5,-2.5,5,5,69.4,347.0,42.87540087276152,3,5.244252873563219,1.6666666666666667,1.1547005383792517,2.0,2,0.4666666666666667,0.5,0.4473275862068965,0.4653304597701149,Everton FC
André Gomes,Everton,Central Midfielder,28,2021/22,76,calf injury,2021-09-21,2021-12-05,lose,Aston Villa,-3.0,5.0,win,Burnley,2.0,7.0,win,Brighton,2.0,6.0,win,Norwich City,2.0,draw,Man United,0.0,lose,West Ham,-1.0,win,Arsenal,1,6.6,lose,Crystal Palace,-2,6.2,draw,Chelsea,0,5.6,75.0,Severe,6.0,6.133333333333333,0.1333333333333328,2.0,1.3333333333333333,-0.6666666666666667,5,5,69.4,347.0,42.87540087276152,3,5.244252873563219,0.3333333333333333,2.886751345948129,0.3333333333333333,2,0.5333333333333333,0.5,0.4473275862068965,0.4819971264367816,Everton FC
André Gomes,Everton,Central Midfielder,29,2023/24,77,fitness,2023-08-13,2023-12-03,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,lose,Aston Villa,-4.0,lose,Wolves,-1.0,draw,Sheffield,0.0,lose,Tottenham,-1,7.0,lose,Man City,-2,5.5,lose,Wolves,-3,6.0,112.0,Severe,,6.166666666666667,,,0.0,,5,5,69.4,347.0,42.87540087276152,3,5.244252873563219,,,-1.6666666666666667,2,0.6,0.5,0.4473275862068965,0.4986637931034483,Everton FC
Tom Davies,Everton,Central Midfielder,21,2019/20,75,ill,2020-01-30,2020-02-04,draw,West Ham,0.0,6.3,win,Brighton,1.0,6.7,lose,Man City,-1.0,6.7,win,Watford,1.0,N.A.,N.A.,,N.A.,N.A.,,win,Crystal Palace,2,5.9,draw,Man United,0,6.5,lose,Chelsea,-4,5.5,5.0,Minor,6.566666666666666,5.966666666666666,-0.6000000000000005,1.3333333333333333,1.3333333333333333,0.0,3,3,78.33333333333333,235.0,125.28899925106488,1,4.639830508474577,0.0,1.0,1.0,3,0.0666666666666666,0.5,0.2891949152542373,0.2862641242937853,Everton FC
Tom Davies,Everton,Central Midfielder,22,2020/21,75,bruise,2020-10-28,2020-11-04,win,Brighton,2.0,7.0,N.A.,N.A.,,,N.A.,N.A.,,,lose,Newcastle,-1.0,N.A.,N.A.,,N.A.,N.A.,,win,Fulham,1,5.9,lose,Leeds,-1,6.1,N.A.,N.A.,N.A.,,7.0,Minor,7.0,6.0,-1.0,3.0,1.5,-1.5,3,3,78.33333333333333,235.0,125.28899925106488,1,4.639830508474577,2.0,,-1.0,3,0.1333333333333333,0.5,0.2891949152542373,0.302930790960452,Everton FC
